city,latitude,longitude,date,PM2_5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_dir,dist_to_road,dist_to_industry,dist_to_farm,fire_nearby,is_festival_day,festival_name,is_election_period,is_sports_event,pollution_source
Bengaluru,12.986394,77.572813,2014-11-16,119.57,41.21,62.79,44.13,1.0,39.61,24.72,69.25,2.6,52.08,0.507,8.368,3.964,0,0,None,0,0,vehicular
Hyderabad,17.396778,78.499915,2014-11-16,1.0,137.57,28.84,25.01,1.0,29.37,22.34,67.99,2.02,5.88,2.649,3.448,11.26,0,0,None,0,0,vehicular
Pune,18.528302,73.853393,2014-11-16,77.39,150.51,57.05,27.16,1.52,13.19,31.87,69.44,3.84,160.34,0.013,1.036,7.804,0,0,None,0,0,industrial
Guwahati,26.144185,91.727395,2014-11-16,63.66,66.35,11.7,4.63,1.0,33.56,30.79,42.25,5.99,81.46,0.224,0.479,0.448,0,0,None,0,0,vehicular
Lucknow,26.853335,80.945925,2014-11-16,68.86,98.14,30.6,19.68,1.0,22.04,29.67,27.88,3.48,325.23,0.123,3.127,2.379,0,0,None,0,0,agricultural
Kanpur,26.456791,80.3131,2014-11-16,78.17,39.36,33.77,16.63,1.0,34.89,27.66,52.82,2.15,288.74,1.305,5.031,0.853,0,0,None,0,0,industrial
Delhi,28.616897,77.226878,2014-11-17,52.6,1.0,57.53,17.82,1.008,61.76,28.51,64.58,3.78,162.93,2.498,1.721,0.858,0,0,None,0,0,industrial
Mumbai,19.054989,72.894998,2014-11-17,99.19,29.52,47.92,9.23,1.0,35.59,27.12,46.11,3.81,211.14,0.473,1.038,8.121,0,0,None,0,0,vehicular
Chennai,13.074088,80.259237,2014-11-17,63.0,173.65,28.69,20.2,1.0,23.07,34.8,66.67,6.01,173.78,0.22,0.073,0.401,0,0,None,0,0,waste
Kolkata,22.570516,88.362529,2014-11-17,90.03,121.74,43.6,10.72,1.0,13.57,45.0,41.01,3.65,33.97,0.408,2.321,0.871,0,0,None,0,0,vehicular
Bengaluru,12.962305,77.578065,2014-11-17,109.34,101.78,41.52,18.48,2.716,20.23,23.5,79.86,1.06,241.74,0.245,4.86,0.369,0,0,None,0,0,waste
Hyderabad,17.370695,78.483353,2014-11-17,81.83,182.88,46.88,19.97,1.0,37.62,32.78,58.96,2.25,170.15,0.11,0.017,8.918,0,0,None,0,0,vehicular
Pune,18.529647,73.844662,2014-11-17,73.51,109.58,66.73,29.63,1.172,20.56,25.11,57.87,1.52,262.45,0.919,2.029,2.177,0,0,None,0,0,industrial
Guwahati,26.136582,91.739863,2014-11-17,72.16,157.67,17.45,1.0,1.0,9.1,26.59,46.65,1.27,310.56,0.783,3.028,7.109,0,0,None,0,0,waste
Lucknow,26.844695,80.931294,2014-11-17,74.09,126.72,33.97,19.82,1.0,29.07,28.78,67.06,3.34,59.92,0.414,1.111,1.096,0,0,None,0,0,vehicular
Kanpur,26.463432,80.316619,2014-11-17,33.47,113.33,33.63,12.26,1.0,56.08,32.87,45.75,3.62,251.15,0.518,0.136,2.552,0,0,None,0,0,vehicular
Delhi,28.625762,77.248253,2014-11-18,50.17,202.07,47.37,12.4,1.0,31.47,31.57,98.63,5.49,323.97,0.696,0.656,3.714,0,0,None,0,0,agricultural
Mumbai,19.063043,72.860949,2014-11-18,59.04,116.34,75.17,38.78,1.0,45.24,29.57,46.78,1.71,268.46,0.262,0.101,10.125,0,0,None,0,0,waste
Chennai,13.082683,80.268584,2014-11-18,74.49,143.89,38.22,23.54,1.0,26.79,25.36,45.92,3.85,317.4,1.963,1.589,3.474,0,0,None,0,0,vehicular
Kolkata,22.560145,88.371353,2014-11-18,136.46,81.65,28.82,19.41,1.0,40.48,25.77,34.35,2.12,157.82,0.295,1.221,3.408,0,0,None,0,0,vehicular
Bengaluru,12.953546,77.606969,2014-11-18,1.0,109.22,53.33,8.46,1.0,9.78,32.37,42.49,0.1,252.14,0.04,0.059,1.032,0,0,None,0,0,waste
Hyderabad,17.370036,78.461309,2014-11-18,81.34,113.67,13.86,26.87,1.0,16.52,30.11,77.25,4.89,97.2,0.511,1.368,1.809,0,0,None,0,0,vehicular
Pune,18.533,73.860469,2014-11-18,1.0,97.63,53.27,9.82,1.142,44.35,38.9,15.75,5.03,311.04,0.168,1.926,4.095,0,0,None,0,0,vehicular
Guwahati,26.158085,91.727751,2014-11-18,1.0,162.39,23.76,24.58,2.011,20.1,26.45,58.38,3.72,248.34,0.79,3.44,8.541,0,0,None,0,0,fire_crackers
Lucknow,26.835584,80.950881,2014-11-18,21.52,44.31,2.18,21.98,1.0,35.94,27.35,47.76,2.81,35.15,0.737,0.586,2.803,0,0,None,0,0,industrial
Kanpur,26.431802,80.323286,2014-11-18,164.63,520.44,23.49,22.81,1.0,28.67,32.6,61.0,1.94,25.41,0.571,2.622,0.452,1,0,None,0,0,agricultural
Delhi,28.594627,77.23985,2014-11-19,62.77,78.6,42.85,22.49,1.019,19.7,22.01,61.73,1.76,214.63,0.566,1.212,0.687,0,0,None,0,0,waste
Mumbai,19.08714,72.864968,2014-11-19,221.93,392.15,25.7,12.53,1.0,21.38,29.37,65.34,1.48,88.83,0.595,3.077,4.436,1,0,None,0,0,agricultural
Chennai,13.098985,80.251215,2014-11-19,35.53,153.92,45.48,34.59,1.0,20.03,24.31,71.74,3.56,312.5,0.878,2.375,2.382,0,0,None,0,0,vehicular
Kolkata,22.560647,88.359848,2014-11-19,15.04,151.04,68.31,23.59,1.189,20.52,24.19,47.29,3.07,169.44,0.324,2.82,1.191,0,0,None,0,0,vehicular
Bengaluru,12.980597,77.58793,2014-11-19,62.82,185.63,67.44,25.51,1.015,48.25,17.21,54.6,1.28,267.17,0.024,0.002,7.245,0,0,None,0,0,fire_crackers
Hyderabad,17.398258,78.493239,2014-11-19,48.84,118.69,35.0,18.66,1.003,55.33,35.5,42.77,4.27,244.37,0.334,0.189,4.505,0,0,None,0,0,fire_crackers
Pune,18.530592,73.860649,2014-11-19,55.85,37.6,26.8,29.9,1.0,9.27,34.18,28.68,3.26,42.56,0.669,6.621,2.961,0,0,None,0,0,industrial
Guwahati,26.138025,91.740473,2014-11-19,64.0,67.38,76.86,26.41,1.27,30.76,31.21,77.35,4.98,330.23,0.207,3.064,1.967,0,0,None,0,0,waste
Lucknow,26.846602,80.967546,2014-11-19,46.9,72.52,28.08,8.36,1.122,35.6,17.16,48.8,4.02,43.77,0.34,0.728,3.055,0,0,None,0,0,vehicular
Kanpur,26.467183,80.311214,2014-11-19,27.61,140.21,70.72,24.33,2.085,23.7,30.38,75.84,2.76,13.95,0.045,4.675,1.166,0,0,None,0,0,waste
Delhi,28.619382,77.240217,2014-11-20,61.27,117.39,49.11,15.55,1.187,28.86,22.85,54.53,3.06,254.18,0.082,0.055,1.136,0,0,None,0,0,industrial
Mumbai,19.059719,72.873718,2014-11-20,55.42,223.94,36.95,12.9,1.0,22.4,34.21,63.94,2.96,106.5,0.529,2.514,0.798,0,0,None,0,0,vehicular
Chennai,13.076617,80.287525,2014-11-20,92.44,111.83,50.93,26.52,1.054,31.74,36.47,44.52,5.32,245.54,0.739,2.931,0.953,0,0,None,0,0,waste
Kolkata,22.558732,88.373454,2014-11-20,51.72,86.87,49.61,18.48,1.671,35.22,26.65,57.26,2.13,263.85,0.021,0.848,6.168,0,0,None,0,0,waste
Bengaluru,12.98375,77.585416,2014-11-20,26.05,163.76,42.32,3.53,1.023,41.03,28.93,63.65,6.27,308.92,0.565,2.374,4.821,0,0,None,0,0,agricultural
Hyderabad,17.365015,78.480099,2014-11-20,36.06,260.27,32.93,19.0,1.0,19.72,25.21,57.65,3.69,243.75,0.638,4.949,0.884,0,0,None,0,0,vehicular
Pune,18.511836,73.84456,2014-11-20,36.84,125.51,36.74,31.29,2.143,27.32,34.91,38.12,5.52,124.68,0.41,0.783,7.518,0,0,None,0,0,vehicular
Guwahati,26.149281,91.736875,2014-11-20,39.87,146.18,15.56,14.15,1.0,22.2,24.24,83.99,1.68,50.04,0.89,0.589,0.713,0,0,None,0,0,industrial
Lucknow,26.836262,80.93121,2014-11-20,82.75,327.94,21.49,8.9,1.0,36.04,37.66,53.7,4.82,350.4,0.432,1.41,6.021,1,0,None,0,0,agricultural
Kanpur,26.458796,80.326017,2014-11-20,64.03,68.03,18.55,18.86,1.0,29.7,24.27,48.4,2.86,19.9,0.332,0.013,2.053,0,0,None,0,0,industrial
Delhi,28.614186,77.248393,2014-11-21,81.36,169.85,30.38,26.26,1.354,14.91,37.94,87.61,2.24,125.19,0.695,1.963,8.55,0,0,None,0,0,vehicular
Mumbai,19.081415,72.892498,2014-11-21,127.63,44.79,44.13,20.48,1.0,49.47,18.72,62.0,0.74,230.25,1.144,1.625,0.618,1,0,None,0,0,agricultural
Chennai,13.096127,80.261837,2014-11-21,53.27,92.14,22.31,18.49,1.0,38.32,22.45,48.4,0.71,194.37,0.851,5.095,5.638,0,0,None,0,0,vehicular
Kolkata,22.560519,88.354022,2014-11-21,48.58,91.52,39.98,25.61,1.0,12.68,30.34,65.44,1.78,35.68,0.197,1.797,0.197,0,0,None,0,0,fire_crackers
Bengaluru,12.968265,77.583643,2014-11-21,42.59,31.36,24.69,36.24,1.0,32.71,28.7,48.96,5.04,96.17,1.111,2.744,0.041,0,0,None,0,0,vehicular
Hyderabad,17.38854,78.466,2014-11-21,60.58,201.43,58.01,25.51,1.0,44.6,23.61,63.89,2.7,315.74,0.005,0.338,3.746,0,0,None,0,0,vehicular
Pune,18.526072,73.836297,2014-11-21,43.73,43.25,20.73,14.91,1.185,14.16,27.86,71.84,4.96,254.86,1.056,1.075,0.865,0,0,None,0,0,industrial
Guwahati,26.159885,91.714718,2014-11-21,88.73,10.33,20.43,13.64,1.084,31.04,24.42,71.24,0.85,230.09,0.057,4.502,4.198,0,0,None,0,0,vehicular
Lucknow,26.856649,80.946549,2014-11-21,91.49,73.62,23.19,24.52,1.0,36.61,24.25,45.61,2.18,79.14,0.948,2.136,4.327,0,0,None,0,0,industrial
Kanpur,26.448578,80.344589,2014-11-21,9.43,110.51,51.9,26.51,1.235,33.19,34.71,53.76,3.61,17.51,0.069,3.484,1.69,0,0,None,0,0,waste
Delhi,28.6082,77.233117,2014-11-22,68.31,100.77,16.24,19.55,1.0,21.28,26.26,84.45,2.49,4.42,0.296,6.702,0.561,0,0,None,0,0,fire_crackers
Mumbai,19.08722,72.893952,2014-11-22,1.0,140.38,33.25,25.52,1.0,35.95,23.68,73.9,2.65,7.34,0.624,0.549,3.065,0,0,None,0,0,vehicular
Chennai,13.077025,80.277845,2014-11-22,78.4,146.02,72.88,11.42,1.0,36.36,27.22,65.67,6.53,16.83,1.179,1.919,8.654,0,0,None,0,0,industrial
Kolkata,22.564773,88.362539,2014-11-22,93.03,175.6,40.93,37.69,1.0,46.15,37.1,55.86,2.96,195.85,0.4,1.136,0.35,0,0,None,0,0,vehicular
Bengaluru,12.953036,77.594331,2014-11-22,43.56,86.24,5.01,30.47,1.362,26.96,27.45,49.42,3.49,169.37,1.465,0.646,2.705,0,0,None,0,0,vehicular
Hyderabad,17.373733,78.472476,2014-11-22,65.94,125.19,25.15,27.48,1.619,37.97,23.24,47.79,2.09,340.11,0.06,1.909,3.506,0,0,None,0,0,vehicular
Pune,18.506207,73.832436,2014-11-22,106.49,122.94,39.22,19.78,1.0,21.82,29.01,33.78,3.31,127.31,0.338,0.085,0.688,0,0,None,0,0,waste
Guwahati,26.134352,91.738729,2014-11-22,94.65,104.96,5.96,22.77,1.0,27.39,25.52,69.2,2.14,158.66,0.438,1.364,1.225,0,0,None,0,0,agricultural
Lucknow,26.858337,80.935467,2014-11-22,149.72,172.19,28.45,18.65,1.0,27.6,27.45,77.82,3.6,113.03,0.941,4.505,6.87,1,0,None,0,0,agricultural
Kanpur,26.43942,80.324757,2014-11-22,95.8,57.11,35.9,7.02,1.0,1.0,34.57,59.18,3.34,226.89,2.036,0.542,2.235,0,0,None,0,0,industrial
Delhi,28.598569,77.244482,2014-11-23,88.96,146.35,30.42,1.26,1.238,24.89,19.95,55.1,2.86,142.41,1.043,1.406,1.781,0,0,None,0,0,waste
Mumbai,19.084563,72.883897,2014-11-23,109.3,66.77,72.98,13.59,1.352,17.5,34.11,33.77,2.74,36.38,0.029,2.032,2.478,0,0,None,0,0,agricultural
Chennai,13.07833,80.288828,2014-11-23,2.0,132.15,26.15,1.0,1.0,38.83,26.52,72.07,4.56,122.93,0.109,5.536,0.246,0,0,None,0,0,vehicular
Kolkata,22.554499,88.346036,2014-11-23,72.78,83.99,55.26,10.72,1.106,23.86,32.17,63.23,1.55,215.94,0.559,1.916,0.513,0,0,None,0,0,industrial
Bengaluru,12.968179,77.598199,2014-11-23,265.67,89.23,38.71,13.45,1.0,26.62,18.27,58.72,0.82,97.52,1.056,1.887,0.149,1,0,None,0,0,agricultural
Hyderabad,17.39853,78.464599,2014-11-23,6.69,53.14,44.28,22.4,1.549,42.06,26.4,50.2,3.7,221.16,2.53,1.326,8.283,0,0,None,0,0,industrial
Pune,18.500767,73.858171,2014-11-23,77.01,62.98,58.92,16.17,1.306,13.8,30.67,75.18,3.1,79.96,0.072,5.202,1.673,0,0,None,0,0,industrial
Guwahati,26.149975,91.724174,2014-11-23,77.66,99.85,86.86,9.25,1.1,28.6,25.02,50.64,3.39,240.06,0.235,1.841,0.779,0,0,None,0,0,waste
Lucknow,26.841262,80.946783,2014-11-23,88.57,493.6,57.85,17.63,1.0,28.79,25.38,76.82,3.42,289.6,0.602,1.284,2.471,1,0,None,0,0,agricultural
Kanpur,26.468357,80.327946,2014-11-23,99.68,152.44,30.62,21.38,1.025,41.64,28.16,66.2,2.62,159.24,1.274,3.801,1.497,0,0,None,0,0,vehicular
Delhi,28.619181,77.247363,2014-11-24,13.43,178.02,58.7,22.62,1.077,10.06,33.1,47.96,1.75,158.2,0.158,3.049,0.994,0,0,None,0,0,agricultural
Mumbai,19.089523,72.894798,2014-11-24,38.26,88.83,29.56,15.92,1.0,60.0,27.43,66.96,3.62,249.85,0.643,0.223,5.953,0,0,None,0,0,vehicular
Chennai,13.095369,80.262157,2014-11-24,63.22,75.27,11.12,1.0,1.222,46.94,15.72,67.7,2.87,145.59,0.011,2.872,2.715,0,0,None,0,0,vehicular
Kolkata,22.583834,88.343216,2014-11-24,105.48,105.2,52.14,3.26,1.0,31.8,26.51,58.39,2.26,41.33,0.848,0.078,1.185,0,0,None,0,0,waste
Bengaluru,12.989842,77.599209,2014-11-24,77.38,68.33,65.56,1.17,1.0,32.49,20.21,33.22,5.94,40.38,1.369,0.421,0.679,0,0,None,0,0,waste
Hyderabad,17.387073,78.472657,2014-11-24,42.47,39.71,62.85,23.76,1.0,45.3,21.09,42.63,3.23,256.18,0.151,1.668,3.962,0,0,None,0,0,industrial
Pune,18.538087,73.865915,2014-11-24,35.35,152.61,78.2,27.63,1.239,13.49,29.91,22.81,3.59,132.4,0.655,0.496,5.042,0,0,None,0,0,vehicular
Guwahati,26.146332,91.729042,2014-11-24,58.46,142.78,36.66,29.63,1.0,25.49,28.86,41.4,6.79,237.73,0.295,0.327,10.913,0,0,None,0,0,waste
Lucknow,26.84922,80.945899,2014-11-24,49.07,100.84,63.2,25.11,1.061,51.03,31.12,71.63,3.85,257.79,0.252,0.588,0.888,0,0,None,0,0,industrial
Kanpur,26.450877,80.347469,2014-11-24,102.96,104.0,39.87,33.02,1.245,21.6,36.19,74.82,3.23,37.62,0.297,5.163,1.051,0,0,None,0,0,waste
Delhi,28.625807,77.213814,2014-11-25,80.31,137.43,62.39,28.86,2.294,26.69,20.44,83.64,1.32,284.03,0.083,2.059,0.633,0,0,None,0,0,vehicular
Mumbai,19.088682,72.897444,2014-11-25,36.05,164.28,43.7,18.29,1.0,26.79,26.66,41.58,2.81,266.84,0.105,2.32,2.751,0,0,None,0,0,industrial
Chennai,13.060783,80.278686,2014-11-25,80.38,141.4,20.65,24.72,1.331,31.29,21.54,100.0,1.23,27.53,0.599,0.677,0.161,0,0,None,0,0,waste
Kolkata,22.584027,88.362564,2014-11-25,57.93,138.83,54.55,6.6,1.0,42.69,25.84,50.3,1.68,294.62,0.661,0.234,2.693,0,0,None,0,0,industrial
Bengaluru,12.975619,77.597308,2014-11-25,82.43,94.21,35.12,21.42,1.0,56.72,28.03,30.29,4.96,277.52,1.228,4.013,0.205,0,0,None,0,0,waste
Hyderabad,17.389457,78.493651,2014-11-25,50.49,121.58,42.79,22.65,1.811,37.72,26.17,61.91,0.89,200.26,1.439,1.062,3.448,0,0,None,0,0,industrial
Pune,18.534395,73.865559,2014-11-25,68.85,128.61,37.47,12.02,2.121,19.29,18.09,82.12,5.61,296.4,1.269,0.752,2.95,0,0,None,0,0,vehicular
Guwahati,26.148073,91.727403,2014-11-25,102.06,102.69,25.47,24.51,1.0,7.12,27.74,41.86,0.1,4.31,0.306,2.495,1.802,0,0,None,0,0,vehicular
Lucknow,26.846211,80.961618,2014-11-25,61.68,95.2,44.92,25.07,1.0,32.3,24.78,53.85,5.16,52.65,0.503,6.044,3.3,0,0,None,0,0,industrial
Kanpur,26.448011,80.319488,2014-11-25,88.35,53.66,36.35,17.68,1.055,36.41,41.38,50.58,3.24,175.73,0.341,3.998,3.435,0,0,None,0,0,vehicular
Delhi,28.598332,77.217892,2014-11-26,108.03,192.53,71.85,13.95,1.0,30.08,28.19,43.21,2.24,90.88,0.002,2.47,4.315,0,0,None,0,0,agricultural
Mumbai,19.073053,72.896612,2014-11-26,53.42,129.86,26.54,43.12,1.0,24.48,25.61,20.34,3.82,209.27,0.916,1.249,6.637,0,0,None,0,0,waste
Chennai,13.075055,80.282904,2014-11-26,61.57,108.38,16.34,14.55,1.0,45.21,16.86,14.88,2.73,53.11,0.942,0.99,0.439,0,0,None,0,0,vehicular
Kolkata,22.563479,88.370465,2014-11-26,95.02,44.88,42.91,3.47,1.083,31.64,30.22,74.04,4.3,257.41,0.452,1.497,3.975,0,0,None,0,0,fire_crackers
Bengaluru,12.955022,77.608032,2014-11-26,79.34,85.81,68.54,20.18,1.0,40.05,25.35,60.63,1.65,313.12,1.076,0.249,14.372,0,0,None,0,0,vehicular
Hyderabad,17.373897,78.464969,2014-11-26,52.92,149.78,25.82,15.5,1.0,44.26,25.3,59.65,3.03,226.0,1.764,2.289,0.126,0,0,None,0,0,vehicular
Pune,18.516519,73.854044,2014-11-26,107.8,187.97,34.56,13.01,1.0,14.37,25.77,79.01,1.69,314.47,0.725,3.852,0.486,0,0,None,0,0,vehicular
Guwahati,26.146758,91.717532,2014-11-26,46.31,170.38,53.92,31.86,1.571,37.63,36.24,100.0,2.48,267.07,0.079,2.695,0.66,0,0,None,0,0,waste
Lucknow,26.861171,80.958108,2014-11-26,112.74,43.73,29.15,11.75,1.0,36.24,19.31,59.47,6.01,142.81,0.655,0.504,2.327,0,0,None,0,0,vehicular
Kanpur,26.467443,80.323611,2014-11-26,47.81,156.77,55.0,26.77,1.0,10.87,30.26,52.97,2.52,230.65,0.834,1.691,4.588,0,0,None,0,0,vehicular
Delhi,28.600258,77.230649,2014-11-27,108.08,116.62,28.52,15.5,1.0,42.62,26.32,79.06,4.71,210.67,0.728,0.644,2.809,0,0,None,0,0,agricultural
Mumbai,19.072296,72.888173,2014-11-27,36.02,152.91,24.28,7.98,1.0,30.95,14.67,50.91,4.77,310.36,0.378,0.089,11.412,0,0,None,0,0,vehicular
Chennai,13.090992,80.263223,2014-11-27,187.24,271.59,48.32,20.01,1.597,44.49,25.86,76.72,3.45,125.74,1.123,3.317,0.887,1,0,None,0,0,agricultural
Kolkata,22.577484,88.357565,2014-11-27,91.18,85.42,43.73,32.06,1.0,37.11,23.98,48.41,5.13,78.67,0.658,6.083,13.984,0,0,None,0,0,vehicular
Bengaluru,12.982966,77.578481,2014-11-27,40.4,113.37,18.87,26.19,1.08,22.06,29.27,75.07,2.06,242.67,0.33,1.682,7.102,0,0,None,0,0,vehicular
Hyderabad,17.388047,78.470278,2014-11-27,78.3,37.13,20.78,26.32,1.0,27.73,17.21,71.8,2.19,236.45,1.377,2.71,0.536,0,0,None,0,0,vehicular
Pune,18.529633,73.84895,2014-11-27,79.13,75.87,40.24,23.57,1.0,24.93,35.68,25.06,4.34,319.67,2.643,0.059,4.226,0,0,None,0,0,vehicular
Guwahati,26.158055,91.719215,2014-11-27,96.76,203.74,52.9,1.0,1.662,26.83,31.27,79.96,3.47,253.77,1.028,0.418,4.862,0,0,None,0,0,vehicular
Lucknow,26.855443,80.931031,2014-11-27,63.77,126.04,1.0,19.57,2.058,35.32,26.61,43.3,3.93,164.25,0.59,1.283,0.92,0,0,None,0,0,agricultural
Kanpur,26.441306,80.322264,2014-11-27,114.11,229.67,30.11,14.93,1.0,21.67,35.04,87.25,1.6,270.61,0.441,1.624,3.92,0,0,None,0,0,industrial
Delhi,28.620566,77.235997,2014-11-28,51.2,133.35,56.8,33.98,1.026,25.27,29.17,91.91,3.68,183.92,0.056,2.5,0.497,0,0,None,0,0,agricultural
Mumbai,19.063936,72.862586,2014-11-28,53.31,22.38,3.04,25.93,1.0,27.58,21.64,65.49,0.94,167.73,1.455,2.083,10.246,0,0,None,0,0,fire_crackers
Chennai,13.078185,80.269769,2014-11-28,66.66,20.27,70.55,30.11,1.209,33.21,26.56,55.91,4.52,14.67,0.676,0.795,0.481,0,0,None,0,0,waste
Kolkata,22.558784,88.346177,2014-11-28,73.69,221.62,37.68,10.11,1.0,32.29,21.63,56.71,4.06,97.83,0.141,0.856,3.443,0,0,None,0,0,fire_crackers
Bengaluru,12.959524,77.600243,2014-11-28,33.53,153.39,57.01,35.24,1.635,8.28,14.54,31.92,2.58,147.94,0.57,4.985,0.734,0,0,None,0,0,vehicular
Hyderabad,17.397647,78.460677,2014-11-28,104.05,124.82,29.85,14.43,1.756,37.64,27.33,57.11,2.32,266.32,0.719,0.181,1.712,0,0,None,0,0,industrial
Pune,18.507213,73.838616,2014-11-28,43.16,130.42,30.53,15.9,1.0,35.72,28.86,35.42,3.41,241.79,0.624,0.848,2.284,0,0,None,0,0,waste
Guwahati,26.148148,91.727463,2014-11-28,103.04,69.37,11.29,26.45,1.572,49.36,19.45,68.4,3.32,14.88,2.082,1.255,0.671,0,0,None,0,0,agricultural
Lucknow,26.84065,80.930597,2014-11-28,27.91,97.76,39.1,15.0,1.777,70.85,22.14,68.94,1.68,314.75,0.0,0.162,0.831,0,0,None,0,0,vehicular
Kanpur,26.466649,80.346219,2014-11-28,1.0,94.91,48.31,22.41,1.0,34.34,26.0,47.23,2.97,105.03,2.079,1.829,10.697,0,0,None,0,0,vehicular
Delhi,28.614598,77.233167,2014-11-29,116.4,305.43,36.49,13.4,1.0,43.43,20.62,56.47,5.84,164.06,0.501,6.354,3.108,1,0,None,0,0,agricultural
Mumbai,19.05324,72.864551,2014-11-29,76.06,105.23,37.14,17.69,1.0,27.42,29.24,44.42,0.48,308.07,0.854,5.408,0.262,0,0,None,0,0,fire_crackers
Chennai,13.099389,80.268177,2014-11-29,46.33,205.39,53.24,1.0,1.501,54.73,25.62,63.24,5.08,350.02,0.651,2.003,2.799,0,0,None,0,0,vehicular
Kolkata,22.555268,88.35255,2014-11-29,129.42,187.64,19.71,8.7,2.217,34.36,34.84,95.52,1.64,20.05,1.082,1.836,0.058,0,0,None,0,0,vehicular
Bengaluru,12.952705,77.590851,2014-11-29,61.21,174.15,45.5,19.53,1.0,36.15,29.37,67.49,2.35,324.15,0.145,3.064,0.799,0,0,None,0,0,waste
Hyderabad,17.395354,78.473807,2014-11-29,1.0,109.89,51.44,37.37,1.0,42.01,28.18,45.78,0.1,317.9,1.75,1.408,1.674,0,0,None,0,0,waste
Pune,18.501694,73.854368,2014-11-29,65.96,49.73,53.79,36.74,1.0,36.68,23.19,51.89,2.5,279.76,1.638,6.159,0.342,0,0,None,0,0,fire_crackers
Guwahati,26.145354,91.738783,2014-11-29,49.77,150.01,30.4,16.44,1.0,45.91,26.2,65.97,1.98,247.56,4.53,2.01,1.212,0,0,None,0,0,waste
Lucknow,26.863966,80.969117,2014-11-29,26.79,144.63,9.78,16.84,1.562,39.64,36.18,62.39,3.44,242.26,0.273,1.226,6.54,0,0,None,0,0,agricultural
Kanpur,26.438206,80.315582,2014-11-29,70.94,177.94,37.24,23.48,1.0,46.67,22.96,64.71,4.16,78.6,0.829,2.088,3.218,0,0,None,0,0,industrial
Delhi,28.604483,77.244775,2014-11-30,31.0,101.89,69.76,25.73,1.46,49.5,22.39,63.53,1.91,233.22,0.108,0.14,0.957,0,0,None,0,0,agricultural
Mumbai,19.055336,72.878713,2014-11-30,121.65,169.63,31.15,29.99,1.021,49.64,29.83,88.9,0.77,120.89,0.466,0.419,1.087,0,0,None,0,0,fire_crackers
Chennai,13.060225,80.277595,2014-11-30,1.0,72.69,102.71,34.81,1.121,18.87,20.72,78.99,1.22,186.45,0.139,0.836,0.096,0,0,None,0,0,fire_crackers
Kolkata,22.55469,88.377364,2014-11-30,72.93,96.58,42.4,27.18,1.223,35.37,33.62,63.24,3.4,292.11,0.965,1.835,2.072,0,0,None,0,0,waste
Bengaluru,12.966386,77.584408,2014-11-30,95.34,75.8,64.92,23.7,1.0,20.01,20.03,54.13,3.11,348.33,0.272,0.087,2.214,0,0,None,0,0,industrial
Hyderabad,17.397593,78.478142,2014-11-30,42.5,80.55,22.5,23.31,1.654,16.67,25.12,57.59,4.99,101.29,2.075,0.016,1.284,0,0,None,0,0,vehicular
Pune,18.535817,73.834646,2014-11-30,35.29,139.43,25.29,30.77,1.054,21.55,42.47,83.82,3.24,225.02,0.005,4.196,5.526,0,0,None,0,0,waste
Guwahati,26.141177,91.748415,2014-11-30,83.12,116.42,53.79,23.44,1.064,14.23,17.48,72.11,0.64,33.51,0.577,0.217,7.082,0,0,None,0,0,vehicular
Lucknow,26.858459,80.948048,2014-11-30,106.43,117.84,79.58,17.83,1.0,35.62,26.79,53.89,3.34,4.35,0.391,4.203,1.871,1,0,None,0,0,agricultural
Kanpur,26.466171,80.323178,2014-11-30,44.28,121.1,28.53,35.26,1.0,60.22,23.04,75.19,1.63,268.77,0.075,1.062,2.889,0,0,None,0,0,industrial
Delhi,28.621149,77.220633,2014-12-01,16.51,128.39,67.42,7.38,1.0,1.0,25.64,20.49,1.4,25.53,0.123,1.677,0.938,0,0,None,0,0,vehicular
Mumbai,19.074743,72.893717,2014-12-01,80.43,171.64,13.55,22.26,1.0,29.82,20.21,77.78,0.6,275.39,0.11,0.712,2.798,0,0,None,0,0,vehicular
Chennai,13.067708,80.267699,2014-12-01,70.75,15.66,54.69,15.69,1.0,37.35,19.26,47.97,2.31,43.81,0.642,0.725,4.153,0,0,None,0,0,industrial
Kolkata,22.559237,88.377964,2014-12-01,22.91,234.39,89.23,22.3,1.0,36.07,21.71,45.94,3.32,271.03,0.869,0.233,1.975,0,0,None,0,0,vehicular
Bengaluru,12.968202,77.594402,2014-12-01,100.17,153.38,72.76,36.0,1.755,27.73,30.78,65.21,3.1,131.11,0.779,2.769,6.232,0,0,None,0,0,vehicular
Hyderabad,17.389967,78.464606,2014-12-01,9.86,83.43,65.92,14.56,1.0,43.24,34.59,73.66,3.91,132.6,0.04,3.809,1.119,0,0,None,0,0,vehicular
Pune,18.526999,73.839588,2014-12-01,96.18,96.67,44.36,17.7,1.0,52.34,8.67,36.94,3.24,192.74,0.77,0.623,2.032,0,0,None,0,0,vehicular
Guwahati,26.135868,91.747076,2014-12-01,77.13,119.29,43.52,18.81,1.101,32.73,29.04,65.09,4.06,293.14,0.189,1.621,4.517,0,0,None,0,0,vehicular
Lucknow,26.858038,80.968013,2014-12-01,65.2,95.39,43.63,22.85,1.606,47.89,31.27,53.21,3.82,191.71,0.64,2.949,3.28,0,0,None,0,0,vehicular
